words,turns,guesses
mossy,3,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'gbggg'], [3, 'mossy', 'ggggg']]"
tarot,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'ggbbg'], [3, 'tacit', 'ggbbg'], [4, 'tarot', 'ggggg']]"
trial,5,"[[1, 'slate', 'byyyb'], [2, 'fatal', 'bbygg'], [3, 'tonal', 'gbbgg'], [4, 'tidal', 'gybgg'], [5, 'trial', 'ggggg']]"
plume,5,"[[1, 'slate', 'bgbbg'], [2, 'glove', 'bgbbg'], [3, 'elude', 'bggbg'], [4, 'flume', 'bgggg'], [5, 'plume', 'ggggg']]"
wince,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbygg'], [3, 'mince', 'bgggg'], [4, 'wince', 'ggggg']]"
betel,3,"[[1, 'slate', 'bybyy'], [2, 'motel', 'bbggg'], [3, 'betel', 'ggggg']]"
joint,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bybbg'], [3, 'print', 'bbggg'], [4, 'joint', 'ggggg']]"
clued,4,"[[1, 'slate', 'bgbby'], [2, 'elder', 'bgygb'], [3, 'plied', 'bgbgg'], [4, 'clued', 'ggggg']]"
pearl,3,"[[1, 'slate', 'bygby'], [2, 'leaky', 'yggbb'], [3, 'pearl', 'ggggg']]"
shook,2,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'ggggg']]"
sloop,5,"[[1, 'slate', 'ggbbb'], [2, 'slunk', 'ggbbb'], [3, 'slimy', 'ggbbb'], [4, 'slosh', 'gggbb'], [5, 'sloop', 'ggggg']]"
spark,3,"[[1, 'slate', 'gbgbb'], [2, 'shark', 'gbggg'], [3, 'spark', 'ggggg']]"
broil,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'byybb'], [3, 'broil', 'ggggg']]"
petty,2,"[[1, 'slate', 'bbbgy'], [2, 'petty', 'ggggg']]"
reset,3,"[[1, 'slate', 'ybbyy'], [2, 'beset', 'bgggg'], [3, 'reset', 'ggggg']]"
shawl,3,"[[1, 'slate', 'gygbb'], [2, 'shall', 'gggbg'], [3, 'shawl', 'ggggg']]"
bully,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbggg'], [3, 'dilly', 'bbggg'], [4, 'bully', 'ggggg']]"
float,3,"[[1, 'slate', 'bgyyb'], [2, 'bloat', 'bgggg'], [3, 'float', 'ggggg']]"
spurt,4,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gbbyg'], [3, 'shunt', 'gbgbg'], [4, 'spurt', 'ggggg']]"
smelt,3,"[[1, 'slate', 'gybyy'], [2, 'spelt', 'gbggg'], [3, 'smelt', 'ggggg']]"
satyr,3,"[[1, 'slate', 'gbyyb'], [2, 'stray', 'gyyyy'], [3, 'satyr', 'ggggg']]"
crick,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ggbbb'], [3, 'crimp', 'gggbb'], [4, 'crick', 'ggggg']]"
algae,4,"[[1, 'slate', 'bgybg'], [2, 'alike', 'ggbbg'], [3, 'alone', 'ggbbg'], [4, 'algae', 'ggggg']]"
godly,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'ggbgg'], [3, 'godly', 'ggggg']]"
greed,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bybgy'], [3, 'creed', 'bgggg'], [4, 'greed', 'ggggg']]"
quake,4,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'bbgbg'], [3, 'awake', 'bbggg'], [4, 'quake', 'ggggg']]"
racer,2,"[[1, 'slate', 'bbyby'], [2, 'racer', 'ggggg']]"
swath,2,"[[1, 'slate', 'gbggb'], [2, 'swath', 'ggggg']]"
taker,3,"[[1, 'slate', 'bbyyy'], [2, 'cater', 'bgygg'], [3, 'taker', 'ggggg']]"
trout,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gbbbg'], [3, 'trout', 'ggggg']]"
boxer,6,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbbgg'], [4, 'power', 'bgbgg'], [5, 'roger', 'bgbgg'], [6, 'boxer', 'ggggg']]"
deter,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ygbgb'], [3, 'deter', 'ggggg']]"
flume,4,"[[1, 'slate', 'bgbbg'], [2, 'glove', 'bgbbg'], [3, 'elude', 'bggbg'], [4, 'flume', 'ggggg']]"
steep,3,"[[1, 'slate', 'gbbyy'], [2, 'sweet', 'gbggy'], [3, 'steep', 'ggggg']]"
sugar,3,"[[1, 'slate', 'gbybb'], [2, 'saucy', 'gyybb'], [3, 'sugar', 'ggggg']]"
swill,4,"[[1, 'slate', 'gybbb'], [2, 'spill', 'gbggg'], [3, 'skill', 'gbggg'], [4, 'swill', 'ggggg']]"
scald,4,"[[1, 'slate', 'gygbb'], [2, 'shall', 'gbggb'], [3, 'scaly', 'ggggb'], [4, 'scald', 'ggggg']]"
niece,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbygg'], [3, 'mince', 'bgygg'], [4, 'niece', 'ggggg']]"
grief,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'ybbgy'], [3, 'brief', 'bgggg'], [4, 'grief', 'ggggg']]"
delay,4,"[[1, 'slate', 'byyby'], [2, 'legal', 'ygbgb'], [3, 'relay', 'bgggg'], [4, 'delay', 'ggggg']]"
beard,3,"[[1, 'slate', 'bbgby'], [2, 'beady', 'gggyb'], [3, 'beard', 'ggggg']]"
cleat,2,"[[1, 'slate', 'bgyyy'], [2, 'cleat', 'ggggg']]"
afire,4,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'bybbg'], [3, 'abode', 'gbbbg'], [4, 'afire', 'ggggg']]"
beefy,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'ygbbb'], [3, 'beefy', 'ggggg']]"
elope,3,"[[1, 'slate', 'bgbbg'], [2, 'glove', 'bggbg'], [3, 'elope', 'ggggg']]"
purge,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'gybbg'], [3, 'purge', 'ggggg']]"
brisk,3,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bybgb'], [3, 'brisk', 'ggggg']]"
mangy,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggbbg'], [3, 'mangy', 'ggggg']]"
meter,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ygbgb'], [3, 'deter', 'bgggg'], [4, 'meter', 'ggggg']]"
woozy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbgbg'], [3, 'woody', 'gggbg'], [4, 'woozy', 'ggggg']]"
bitty,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bgbgb'], [3, 'ditty', 'bgggg'], [4, 'bitty', 'ggggg']]"
grand,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bggbb'], [3, 'brain', 'bggby'], [4, 'grand', 'ggggg']]"
joist,4,"[[1, 'slate', 'ybbyb'], [2, 'foist', 'bgggg'], [3, 'moist', 'bgggg'], [4, 'joist', 'ggggg']]"
lager,3,"[[1, 'slate', 'byyby'], [2, 'legal', 'gygyb'], [3, 'lager', 'ggggg']]"
teach,3,"[[1, 'slate', 'bbgyy'], [2, 'react', 'bgggy'], [3, 'teach', 'ggggg']]"
track,3,"[[1, 'slate', 'bbgyb'], [2, 'trait', 'gggbb'], [3, 'track', 'ggggg']]"
juicy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybbbg'], [3, 'mucky', 'bgybg'], [4, 'juicy', 'ggggg']]"
bilge,3,"[[1, 'slate', 'bybbg'], [2, 'belle', 'gbgbg'], [3, 'bilge', 'ggggg']]"
frill,5,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbygb'], [3, 'chill', 'bbggg'], [4, 'drill', 'bgggg'], [5, 'frill', 'ggggg']]"
bleed,3,"[[1, 'slate', 'bgbby'], [2, 'elder', 'ygygb'], [3, 'bleed', 'ggggg']]"
dandy,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbg'], [3, 'candy', 'bgggg'], [4, 'handy', 'bgggg'], [5, 'dandy', 'ggggg']]"
holly,5,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bgggg'], [3, 'dolly', 'bgggg'], [4, 'folly', 'bgggg'], [5, 'holly', 'ggggg']]"
mount,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bbbbg'], [3, 'count', 'bgggg'], [4, 'mount', 'ggggg']]"
relay,3,"[[1, 'slate', 'byyby'], [2, 'legal', 'ygbgb'], [3, 'relay', 'ggggg']]"
swish,3,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gybbb'], [3, 'swish', 'ggggg']]"
anime,3,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'yybbg'], [3, 'anime', 'ggggg']]"
croak,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'byybb'], [3, 'briar', 'bgbgb'], [4, 'groan', 'bgggb'], [5, 'croak', 'ggggg']]"
hotly,4,"[[1, 'slate', 'bybyb'], [2, 'built', 'bbbgy'], [3, 'troll', 'ybygb'], [4, 'hotly', 'ggggg']]"
scout,6,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gbggg'], [3, 'shout', 'gbggg'], [4, 'spout', 'gbggg'], [5, 'snout', 'gbggg'], [6, 'scout', 'ggggg']]"
shush,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'ggbbb'], [3, 'shrug', 'ggbyb'], [4, 'shush', 'ggggg']]"
spoil,3,"[[1, 'slate', 'gybbb'], [2, 'spill', 'ggybg'], [3, 'spoil', 'ggggg']]"
swirl,3,"[[1, 'slate', 'gybbb'], [2, 'spill', 'gbgbg'], [3, 'swirl', 'ggggg']]"
wager,3,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bgbgg'], [3, 'wager', 'ggggg']]"
faith,3,"[[1, 'slate', 'bbygb'], [2, 'catty', 'bgbgb'], [3, 'faith', 'ggggg']]"
baggy,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbg'], [3, 'candy', 'bgbbg'], [4, 'gawky', 'ygbbg'], [5, 'baggy', 'ggggg']]"
tower,5,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'gbbgb'], [3, 'timer', 'gbbgg'], [4, 'truer', 'gbbgg'], [5, 'tower', 'ggggg']]"
alter,3,"[[1, 'slate', 'bgyyy'], [2, 'cleat', 'bgyyy'], [3, 'alter', 'ggggg']]"
diner,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bgygg'], [4, 'diner', 'ggggg']]"
grunt,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bbybg'], [3, 'grunt', 'ggggg']]"
guilt,3,"[[1, 'slate', 'bybyb'], [2, 'built', 'bgggg'], [3, 'guilt', 'ggggg']]"
peach,4,"[[1, 'slate', 'bbgby'], [2, 'beady', 'bggbb'], [3, 'reach', 'bgggg'], [4, 'peach', 'ggggg']]"
roach,3,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'byggb'], [3, 'roach', 'ggggg']]"
allay,4,"[[1, 'slate', 'bgybb'], [2, 'aloof', 'ggbbb'], [3, 'align', 'ggbbb'], [4, 'allay', 'ggggg']]"
argue,3,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'byybg'], [3, 'argue', 'ggggg']]"
bland,3,"[[1, 'slate', 'bggbb'], [2, 'clank', 'bgggb'], [3, 'bland', 'ggggg']]"
fluke,5,"[[1, 'slate', 'bgbbg'], [2, 'glove', 'bgbbg'], [3, 'elude', 'bggbg'], [4, 'flume', 'gggbg'], [5, 'fluke', 'ggggg']]"
nurse,3,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'gbbgg'], [3, 'nurse', 'ggggg']]"
randy,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgybg'], [3, 'randy', 'ggggg']]"
roger,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbbgg'], [4, 'power', 'bgbgg'], [5, 'roger', 'ggggg']]"
adore,4,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'bybbg'], [3, 'abode', 'gbgyg'], [4, 'adore', 'ggggg']]"
filer,3,"[[1, 'slate', 'bybby'], [2, 'level', 'ybbgb'], [3, 'filer', 'ggggg']]"
where,5,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bybbg'], [3, 'gorge', 'bbybg'], [4, 'rhyme', 'ygbbg'], [5, 'where', 'ggggg']]"
drank,3,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bggbg'], [3, 'drank', 'ggggg']]"
spear,2,"[[1, 'slate', 'gbyby'], [2, 'spear', 'ggggg']]"
yeast,4,"[[1, 'slate', 'ybgyy'], [2, 'beast', 'bgggg'], [3, 'feast', 'bgggg'], [4, 'yeast', 'ggggg']]"
crass,3,"[[1, 'slate', 'ybgbb'], [2, 'crash', 'ggggb'], [3, 'crass', 'ggggg']]"
fruit,5,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bybbg'], [3, 'print', 'bgybg'], [4, 'droit', 'bgbgg'], [5, 'fruit', 'ggggg']]"
dirty,3,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bgggb'], [3, 'dirty', 'ggggg']]"
clout,4,"[[1, 'slate', 'bgbyb'], [2, 'flint', 'bgbbg'], [3, 'blurt', 'bgybg'], [4, 'clout', 'ggggg']]"
gayer,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bgbgg'], [3, 'wager', 'bgygg'], [4, 'gayer', 'ggggg']]"
miner,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bgbgg'], [4, 'riper', 'bgbgg'], [5, 'miner', 'ggggg']]"
troll,3,"[[1, 'slate', 'bybyb'], [2, 'built', 'bbbgy'], [3, 'troll', 'ggggg']]"
olive,3,"[[1, 'slate', 'bgbbg'], [2, 'glove', 'bgygg'], [3, 'olive', 'ggggg']]"
graft,3,"[[1, 'slate', 'bbgyb'], [2, 'trait', 'bggbg'], [3, 'graft', 'ggggg']]"
grain,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bggbb'], [3, 'brain', 'bgggg'], [4, 'grain', 'ggggg']]"
loser,2,"[[1, 'slate', 'yybby'], [2, 'loser', 'ggggg']]"
power,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbbgg'], [4, 'power', 'ggggg']]"
gloat,4,"[[1, 'slate', 'bgyyb'], [2, 'bloat', 'bgggg'], [3, 'float', 'bgggg'], [4, 'gloat', 'ggggg']]"
smack,4,"[[1, 'slate', 'gbgbb'], [2, 'shark', 'gbgbg'], [3, 'snack', 'gbggg'], [4, 'smack', 'ggggg']]"
sedan,3,"[[1, 'slate', 'gbyby'], [2, 'spear', 'gbygb'], [3, 'sedan', 'ggggg']]"
filly,5,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbggg'], [3, 'dilly', 'bgggg'], [4, 'billy', 'bgggg'], [5, 'filly', 'ggggg']]"
dirge,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'byybg'], [3, 'dirge', 'ggggg']]"
blank,5,"[[1, 'slate', 'bggbb'], [2, 'clank', 'bgggg'], [3, 'flank', 'bgggg'], [4, 'plank', 'bgggg'], [5, 'blank', 'ggggg']]"
great,4,"[[1, 'slate', 'bbyyy'], [2, 'cater', 'byyyy'], [3, 'treat', 'bgggg'], [4, 'great', 'ggggg']]"
stool,3,"[[1, 'slate', 'gybyb'], [2, 'stilt', 'ggbyb'], [3, 'stool', 'ggggg']]"
blunt,3,"[[1, 'slate', 'bgbyb'], [2, 'flint', 'bgbgg'], [3, 'blunt', 'ggggg']]"
booth,3,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bbbgg'], [3, 'booth', 'ggggg']]"
coven,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbggb'], [3, 'coven', 'ggggg']]"
crock,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gggbb'], [3, 'crock', 'ggggg']]"
foyer,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'gbbgg'], [3, 'finer', 'gbbgg'], [4, 'foyer', 'ggggg']]"
gayly,5,"[[1, 'slate', 'byybb'], [2, 'canal', 'bgbby'], [3, 'rally', 'bgbgg'], [4, 'gaily', 'ggbgg'], [5, 'gayly', 'ggggg']]"
opine,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'ybgbg'], [3, 'opine', 'ggggg']]"
retry,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ygbbb'], [3, 'retro', 'ggggb'], [4, 'retry', 'ggggg']]"
stick,4,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'ggbbb'], [3, 'stink', 'gggbg'], [4, 'stick', 'ggggg']]"
testy,2,"[[1, 'slate', 'ybbgy'], [2, 'testy', 'ggggg']]"
haunt,3,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'bgggg'], [3, 'haunt', 'ggggg']]"
sonic,5,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbybb'], [3, 'sorry', 'ggbbb'], [4, 'sound', 'ggbyb'], [5, 'sonic', 'ggggg']]"
draft,5,"[[1, 'slate', 'bbgyb'], [2, 'trait', 'bggbg'], [3, 'graft', 'bgggg'], [4, 'craft', 'bgggg'], [5, 'draft', 'ggggg']]"
eager,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bgbgg'], [3, 'wager', 'bgggg'], [4, 'eager', 'ggggg']]"
drain,5,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bggbb'], [3, 'brain', 'bgggg'], [4, 'grain', 'bgggg'], [5, 'drain', 'ggggg']]"
awake,3,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'bbgbg'], [3, 'awake', 'ggggg']]"
brick,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ygbbb'], [3, 'prick', 'bgggg'], [4, 'brick', 'ggggg']]"
bulge,4,"[[1, 'slate', 'bybbg'], [2, 'belle', 'gbgbg'], [3, 'bilge', 'gbggg'], [4, 'bulge', 'ggggg']]"
clack,3,"[[1, 'slate', 'bggbb'], [2, 'clank', 'gggbg'], [3, 'clack', 'ggggg']]"
fibre,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'byybg'], [3, 'dirge', 'bgybg'], [4, 'fibre', 'ggggg']]"
motel,2,"[[1, 'slate', 'bybyy'], [2, 'motel', 'ggggg']]"
aunty,3,"[[1, 'slate', 'bbygb'], [2, 'catty', 'bybgg'], [3, 'aunty', 'ggggg']]"
hardy,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bggbg'], [3, 'hardy', 'ggggg']]"
adage,3,"[[1, 'slate', 'bbgbg'], [2, 'grave', 'ybgbg'], [3, 'adage', 'ggggg']]"
bleat,3,"[[1, 'slate', 'bgyyy'], [2, 'cleat', 'bgggg'], [3, 'bleat', 'ggggg']]"
liege,3,"[[1, 'slate', 'bybbg'], [2, 'belle', 'byybg'], [3, 'liege', 'ggggg']]"
grill,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'gbygb'], [3, 'grill', 'ggggg']]"
moult,3,"[[1, 'slate', 'bybyb'], [2, 'built', 'bybgg'], [3, 'moult', 'ggggg']]"
perky,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbby'], [3, 'merry', 'bggbg'], [4, 'perky', 'ggggg']]"
waver,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bgbgg'], [3, 'wager', 'ggbgg'], [4, 'waver', 'ggggg']]"
mover,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbggg'], [3, 'rover', 'bgggg'], [4, 'cover', 'bgggg'], [5, 'mover', 'ggggg']]"
value,4,"[[1, 'slate', 'byybg'], [2, 'cable', 'bgbyg'], [3, 'valve', 'gggbg'], [4, 'value', 'ggggg']]"
dodge,5,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbbbg'], [3, 'fudge', 'bbggg'], [4, 'wedge', 'bbggg'], [5, 'dodge', 'ggggg']]"
anode,4,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'bybbg'], [3, 'abode', 'gbggg'], [4, 'anode', 'ggggg']]"
broad,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'byybb'], [3, 'briar', 'ggbgb'], [4, 'broad', 'ggggg']]"
swift,4,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gbbbg'], [3, 'shirt', 'gbgbg'], [4, 'swift', 'ggggg']]"
poker,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbbgg'], [4, 'power', 'ggbgg'], [5, 'poker', 'ggggg']]"
rover,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbggg'], [3, 'rover', 'ggggg']]"
triad,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'gybbb'], [3, 'today', 'gbygb'], [4, 'triad', 'ggggg']]"
voter,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ybbgb'], [3, 'otter', 'ybggg'], [4, 'voter', 'ggggg']]"
downy,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbygg'], [3, 'downy', 'ggggg']]"
broth,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bbygg'], [3, 'froth', 'bgggg'], [4, 'broth', 'ggggg']]"
drill,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbygb'], [3, 'chill', 'bbggg'], [4, 'drill', 'ggggg']]"
swear,4,"[[1, 'slate', 'gbyby'], [2, 'spear', 'gbggg'], [3, 'shear', 'gbggg'], [4, 'swear', 'ggggg']]"
theme,3,"[[1, 'slate', 'bbbyg'], [2, 'trice', 'gbbbg'], [3, 'theme', 'ggggg']]"
utile,3,"[[1, 'slate', 'bybyg'], [2, 'title', 'yybgg'], [3, 'utile', 'ggggg']]"
grout,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bbybg'], [3, 'grunt', 'ggybg'], [4, 'grout', 'ggggg']]"
sweep,4,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'gbggb'], [3, 'speed', 'gyggb'], [4, 'sweep', 'ggggg']]"
gazer,6,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bgbgg'], [3, 'wager', 'bgygg'], [4, 'gayer', 'ggbgg'], [5, 'gamer', 'ggbgg'], [6, 'gazer', 'ggggg']]"
skill,3,"[[1, 'slate', 'gybbb'], [2, 'spill', 'gbggg'], [3, 'skill', 'ggggg']]"
canal,2,"[[1, 'slate', 'byybb'], [2, 'canal', 'ggggg']]"
fully,5,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbggg'], [3, 'dilly', 'bbggg'], [4, 'bully', 'bgggg'], [5, 'fully', 'ggggg']]"
clink,3,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bgbgg'], [3, 'clink', 'ggggg']]"
coral,3,"[[1, 'slate', 'byybb'], [2, 'canal', 'gbbgg'], [3, 'coral', 'ggggg']]"
liner,4,"[[1, 'slate', 'bybby'], [2, 'level', 'gbbgb'], [3, 'linen', 'ggggb'], [4, 'liner', 'ggggg']]"
noble,3,"[[1, 'slate', 'bybbg'], [2, 'belle', 'ybbgg'], [3, 'noble', 'ggggg']]"
spool,3,"[[1, 'slate', 'gybbb'], [2, 'spill', 'ggbbg'], [3, 'spool', 'ggggg']]"
wordy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybg'], [3, 'worry', 'gggbg'], [4, 'wordy', 'ggggg']]"
sheik,3,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'gggbb'], [3, 'sheik', 'ggggg']]"
flail,4,"[[1, 'slate', 'bggbb'], [2, 'clank', 'bggbb'], [3, 'plaid', 'bgggb'], [4, 'flail', 'ggggg']]"
crisp,4,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bybgb'], [3, 'brisk', 'bgggb'], [4, 'crisp', 'ggggg']]"
burnt,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bbbbg'], [3, 'count', 'bbygg'], [4, 'burnt', 'ggggg']]"
curvy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gybbg'], [3, 'curry', 'gggbg'], [4, 'curvy', 'ggggg']]"
fever,2,"[[1, 'slate', 'bbbby'], [2, 'fever', 'ggggg']]"
reedy,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbby'], [3, 'merry', 'bgybg'], [4, 'reedy', 'ggggg']]"
rogue,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bybbg'], [3, 'gorge', 'ygybg'], [4, 'rogue', 'ggggg']]"
smear,5,"[[1, 'slate', 'gbyby'], [2, 'spear', 'gbggg'], [3, 'shear', 'gbggg'], [4, 'swear', 'gbggg'], [5, 'smear', 'ggggg']]"
tilde,3,"[[1, 'slate', 'bybyg'], [2, 'title', 'ggbyg'], [3, 'tilde', 'ggggg']]"
choir,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gygbb'], [3, 'chord', 'gggyb'], [4, 'choir', 'ggggg']]"
pooch,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybgbb'], [3, 'pooch', 'ggggg']]"
hasty,4,"[[1, 'slate', 'ybygb'], [2, 'pasty', 'bgggg'], [3, 'tasty', 'bgggg'], [4, 'hasty', 'ggggg']]"
halve,4,"[[1, 'slate', 'byybg'], [2, 'cable', 'bgbyg'], [3, 'valve', 'bgggg'], [4, 'halve', 'ggggg']]"
lathe,3,"[[1, 'slate', 'byyyg'], [2, 'table', 'ygbyg'], [3, 'lathe', 'ggggg']]"
serif,3,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'gbyby'], [3, 'serif', 'ggggg']]"
slung,3,"[[1, 'slate', 'ggbbb'], [2, 'slunk', 'ggggb'], [3, 'slung', 'ggggg']]"
splat,2,"[[1, 'slate', 'gyyyb'], [2, 'splat', 'ggggg']]"
brass,4,"[[1, 'slate', 'ybgbb'], [2, 'crash', 'bgggb'], [3, 'grass', 'bgggg'], [4, 'brass', 'ggggg']]"
crook,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gggbb'], [3, 'crock', 'gggbg'], [4, 'crook', 'ggggg']]"
flash,3,"[[1, 'slate', 'yggbb'], [2, 'clash', 'bgggg'], [3, 'flash', 'ggggg']]"
paddy,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbg'], [3, 'candy', 'bgbgg'], [4, 'daddy', 'bgggg'], [5, 'paddy', 'ggggg']]"
frisk,4,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bybgb'], [3, 'brisk', 'bgggg'], [4, 'frisk', 'ggggg']]"
geeky,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbb'], [3, 'beech', 'bggbb'], [4, 'weedy', 'bggbg'], [5, 'geeky', 'ggggg']]"
maker,6,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bgbgg'], [3, 'wager', 'bgbgg'], [4, 'payer', 'bgbgg'], [5, 'baker', 'bgggg'], [6, 'maker', 'ggggg']]"
crawl,3,"[[1, 'slate', 'bygbb'], [2, 'frail', 'bggbg'], [3, 'crawl', 'ggggg']]"
carol,3,"[[1, 'slate', 'byybb'], [2, 'canal', 'ggbbg'], [3, 'carol', 'ggggg']]"
squat,3,"[[1, 'slate', 'gbyyb'], [2, 'stray', 'gybgb'], [3, 'squat', 'ggggg']]"
stork,3,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gggbb'], [3, 'stork', 'ggggg']]"
stock,4,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gggbb'], [3, 'stork', 'gggbg'], [4, 'stock', 'ggggg']]"
